HDFC.NS,BAJFINANCE.NS,IBULHSGFIN.NS,ZEEL.NS,TCS.NS,HEROMOTOCO.NS,BRITANNIA.NS,COALINDIA.NS,EICHERMOT.NS,HINDUNILVR.NS
-0.013217186,-5.78E-05,-0.034513342,-0.030631073,-0.029809881,-0.01106704,-0.016099799,0.00878067,-0.020521351,-0.016764345
-0.003532321,-0.00211791,0.00762218,-0.006879462,-0.007315351,0.016988427,-0.017963051,-0.001792817,0.005689702,-0.005718803
0.015215139,0.025550886,0.081187292,0.005294968,-0.0097593,0.002167918,0.018982595,-0.003375049,0.003771103,0.002200217
-0.004259431,0.023359219,-0.006206458,-0.078011345,-0.003234254,0.003636515,0.001738746,0.00159081,0.00708498,-0.005376318
0.029541516,-0.00480632,-0.014440676,0.025334546,0.002286744,-0.008613219,0.008753871,0.017398354,-0.000775775,-0.005294186
-0.019541244,-0.001104817,0.022173536,-0.008608466,0.003606388,-0.001084939,-0.00237018,0.010631735,0.017626766,0.002694619
0.00095356,-0.001944647,0.05638026,0.024699097,-0.016957592,0.018289813,0.028365762,-0.009919016,-0.017561741,0.008944632
0.018344024,0.027691337,0.059748827,0.006055531,0.008400024,0.072347588,0.019785149,0.020239545,0.04776377,0.0246253
-0.000655652,0.013024128,0.00917572,0.027351711,0.012248178,-0.002527475,0.005552497,0.016586237,0.010524478,-0.000501183
-0.022984076,-0.036519414,-0.042198509,-0.023565145,-0.009723287,-0.006619293,-0.008218741,0.005913385,0.001591544,-0.01562243
0.00285226,0.022179821,-0.022499489,0.019540831,0.001254579,0.013232031,0.006362282,-0.016001687,0.007108923,0.012656147
-0.013936046,-0.02473846,-0.055387391,-0.019166305,-0.007001395,-0.008435708,-0.034481055,-0.019160199,-0.025538077,-0.025215073
0.017453453,-0.019441312,-0.034030156,-0.015974441,-0.002038927,-0.005424923,-3.24E-05,-0.02755202,-0.025981351,0.022377092
-0.020850713,0.013911924,0.026371272,0.020723767,0.014351267,0.009622027,-0.000452384,0.013052209,-0.007039431,-0.009832357
-0.004147813,-0.011447393,0.094256588,-0.027220668,0.00718914,-0.005007872,0,0.016741552,0.006921509,0.040820967
0.016715202,0.012447617,0.020463423,0.013377605,0.003927444,0.012728687,0.020495622,-0.008100446,-0.0049317,-0.008199039
0.014678449,0.038942177,0.012854806,0.009843924,-0.011769734,0.00588505,0.017266786,-0.003833013,0.017740239,0.020956038
0.013829757,-0.00940274,-0.008733677,0.03951671,0.049543724,0.013860014,-0.012142467,-0.016077761,-0.029246914,-0.000634684
0.009046734,0.017059155,-0.005977389,-0.004982709,0.023915294,-0.038312776,0.004493978,0.004586217,-0.00170667,-0.006135293
0.005844091,0.005500776,-0.004321932,0.005993244,0.018509793,0.054236998,-0.000109867,-0.022988483,-0.010817444,0.041131888
0.002970814,-0.020180637,0.000496259,0.045931145,0.000303559,0.001957367,0.000676154,-0.016478322,-0.004430914,-0.008787228
-0.004608922,0.021196567,-0.001769035,-0.020977446,-0.035272195,-0.016232576,0.019688545,-0.001912411,-0.015425413,-0.00239082
-0.011872444,0.008111204,-0.037067338,0.00290962,-0.012720414,-0.006894404,-0.016835991,-0.010221396,-0.012101764,-0.004349374
0.005479077,-0.017130904,-0.04228664,0.007213665,0.008401344,0.006330396,0.007044794,0.001896454,0.006553451,0.007282014
0.019097985,0.025968499,-0.048021326,0.005439696,0.007341752,0.013602998,0.022257972,0.001900057,0.032979298,-0.009935273
0.007856864,0.020641295,-0.041046125,0.013786764,-0.004147528,0.026197908,0.008210422,-0.009783654,0.030344154,-0.00550857
0.00791915,0.003916828,-0.003147484,-0.006619479,-0.028062703,-0.011164324,-0.007187955,0.0007532,-7.32E-05,0.026569341
0.016036487,0.003248991,-0.026928619,0.000685286,0.010496893,0.014210947,0.009552691,0.006252345,0.059643706,0.010155308
-0.011122709,-0.041151829,0.003595634,-0.027435313,0.002959368,-0.03968947,0.001928157,-0.01694922,-0.024965309,-0.010941006
0.000137677,0.011475982,0.036362543,0.007385001,-0.016965771,0.023593118,-0.011014619,0.00561903,-0.00684766,0.017489431
0.005509691,0.003696934,0.003377215,-0.003012062,0.004889571,0.011379352,0.015594473,0.003948922,0.00401608,0.007291905
0.007250823,-0.008328348,-0.005994485,0.022470642,0.022132891,0.002896973,0.001179497,0.005863392,0.000332562,-0.004938933
-0.01726595,-0.010028174,-0.042255193,-0.006797326,-0.011811114,-0.016847355,0.020264239,0.010705481,-0.005376195,0.000976592
0.035414316,-0.014391484,0.024046107,-0.012197811,-0.011520108,0.037371331,0.003216878,0.001723407,0.031011136,0.019158353
-0.004097782,0.014921008,0.018991178,-0.009532295,-0.001238307,0.010824081,-0.010818387,-0.018974217,0.005831344,-0.008663703
0.058227151,0.01111887,0.085093869,0.014962299,0.022878391,-0.004163742,0.036013913,-0.035164082,0.039874082,0.017984308
-0.01560292,-0.010124075,-0.003110574,0.030489276,0.012720496,0.00874586,0.009199233,-0.04018785,-0.020301146,0.025854868
-0.002173757,0.017764783,0.128161954,0.02276494,0.039964441,0.016448888,0.014611453,0.022411909,-0.015798114,-0.003433323
0.004514754,0.001670194,-0.007546004,-0.024858364,-0.029087979,0.003803198,0.002109543,-0.003897966,-0.01293664,-0.008463013
-0.026989004,0.010035449,-0.072918086,-0.006547153,0.002434406,-0.002424372,-0.009484889,0.017853966,-0.023536224,-0.00907967
0.032429199,0.109655094,0.011774264,-0.005255983,0.002630638,-0.008295897,-0.022681921,-0.000360577,0.016465842,0.021842016
0.017156094,-0.01512752,0.030147934,-0.025823699,-0.031187586,-0.002763763,-0.017132204,0.006715086,-0.007442571,-0.020726844
-0.001174492,-0.011749546,0.090777054,-0.013181019,-0.005331357,0.007022412,0.002990948,0.001272056,0.036984402,0.004118094
-0.044625415,-0.004650081,-0.170988439,-0.018119055,-0.008396431,-0.033766112,0.004053384,-0.016970347,-0.01605229,0.010499375
-0.01050531,-0.068583966,-0.130820471,-0.013092057,-0.016766052,-0.030274214,-0.027972978,0.012662808,-0.044521813,0.010218632
0.013474508,0.00114914,-0.043787594,-0.005820106,0.006565811,0.004841632,0.005095547,0.002720842,-0.018447195,0.013038002
0.001502615,0.008240913,0.018187684,0.012427657,0.016264375,-0.004388449,-0.014919653,-0.010588701,-0.019632894,-0.0275866
0.027158588,0.057929788,0.045138499,0.006035823,-0.031137101,0.007993713,0.033625327,0.045011252,0.069167272,0.02850403
-0.030167768,-0.047931419,-0.088474304,0.008916934,-0.031146029,-0.016814526,-0.024226996,-0.022368925,-0.009959144,-0.001014662
0.014129296,0.101948149,0.033763091,0.062384475,-0.02304239,0.009803786,0.035792264,-0.004562876,0.07097709,0.010049968
0.027013282,0.043547674,0.00654147,0.045284387,0.006859041,0.006508745,-0.005819386,0.022583122,-0.047396025,-0.030076651
-0.023966332,-0.023946064,0.031205453,-0.019535876,-0.011937248,0.048271476,0.017585367,0.018631155,0.044567369,0.000513251
-0.039247619,-0.071518647,-0.040568259,-0.03880737,0.018331002,-0.008232314,-0.03158192,-0.03768748,-0.032746344,-0.009784239
-0.010625628,-0.023765814,0.006674069,0.003769691,-0.045333724,-0.051484469,-0.01986968,-0.012466169,-0.057153184,-0.027735754
-0.004871662,0.010731243,0.041772473,-0.003755534,-0.041098601,-0.020013454,-0.017821412,0.014479518,-0.0611608,-0.0142788
0.029552565,0.018680812,0.057477973,0.001709986,0.032902917,0.013551521,0.003441236,0.024600893,0.023323972,0.021076861
0.014748409,-0.01642317,-0.088166474,-0.015045996,-0.0023529,-0.050144132,0.021702551,-0.036199095,-0.028784559,-0.007221746
-0.021754478,-0.048087968,-0.060111999,-0.0075775,0.02180062,-0.003854761,0.003150338,0.013575536,-0.011064047,0.005804734
-0.00332705,0.007111212,0.075458465,-0.001557592,-0.018802698,-0.004032015,-0.015926947,-0.009809309,-0.016363412,-0.012324846
0.031797304,0.016985094,-0.053261355,0.00301307,-0.006936706,0.000771702,0.030678305,-0.020985218,-0.009790102,0.025401632
-0.065619263,-0.049844439,-0.075507236,-0.006210532,0.045313008,-0.020471152,-0.032596718,0.021435037,-0.074709504,-0.019028
0.004779723,-0.04806871,-0.083761031,0.000110955,0.012151692,0.006737583,-0.028379694,-0.019241026,-0.016553766,-0.01566385
-0.01349891,-0.027563747,0.000863371,-0.029598537,0.003452808,0.013659227,-0.017555717,0.027269331,-0.016947948,-0.010721028
-0.01232138,-0.01313069,-0.035474852,-0.022514492,-0.001639179,-0.005259104,0.007413138,-0.006364793,-0.025735106,0.037061261
-0.024202123,-0.025297453,-0.0213919,0.006778969,0.004236468,-0.018436289,-0.014812761,-0.008653304,0.009525604,-0.014638248
0.025375387,0.030146473,0.071609468,0.017678089,0.010494362,0.007238215,0.01609173,-0.014917357,0.019838873,0.001506023
0.005219346,-0.002595405,0.013138665,-0.004613721,-0.001124031,-0.00642232,0.012703611,-0.005475162,0.026455654,0.022757961
-0.008229142,-0.005696444,-0.026695371,-0.01427816,-0.01658056,-0.028703931,-0.025264188,0.012517882,-0.019337528,-0.01220271
-0.01898435,-0.046844272,-0.042465471,0.004995761,0.000432677,-0.015333338,-0.021688542,-0.024253994,-0.002060498,-0.017360763
-0.01848019,0.022391063,0.00123839,0,0.002192478,0.051977185,0.005592116,0.010223846,-0.005616381,0.018743022
0.009677919,-0.012072511,-0.006805829,-0.024976719,-0.0018997,0.006183696,0.001529501,0.021793904,-0.007255233,-0.00192342
-0.008901179,-0.010705366,0.004364874,-0.021697215,-0.009362001,-0.012169653,-0.025069205,-0.007153076,0.008602044,-0.023921997
0.005141917,0.008167985,-0.036347801,-0.012910353,0.022407327,-0.017980246,-0.033783819,-0.027985357,-0.002721114,-0.02819141
0.00457145,-0.046401332,0.000635338,-0.000700082,-0.012269054,-0.003488259,-0.025368264,0.005945031,0.02943713,-0.045503062
0.000930603,-0.023968532,-0.002416263,-0.017200707,-0.001920861,0.009337128,0.006989502,0.001225512,0.016578446,0.004089461
-0.011297112,-0.019678446,-0.01429012,0.007326757,0.005019258,-0.006900633,-0.00679946,-0.002444924,-0.020809738,0.009681921
0.000562604,0.018038567,-0.007902133,-0.011161175,0.001353204,0.004129641,-0.016045297,-0.028503645,-0.017054931,-0.008666427
0.015741512,-0.006150945,0.005726828,-0.000978091,0.008922936,0.00279178,0.005978018,0.005287458,-0.010496107,-0.011772637
0.003022291,0.011708805,0.012783548,0.001665536,0.003866815,0.003564409,0.004650504,0.007388295,0.003889837,0.006373058
0.006688349,0.007861499,-0.005181125,0.009394778,0.003881885,-0.022056458,-0.018359073,0.00674628,0.003577041,0.004597192
-0.003684599,0.007678128,-0.007286453,-0.018538324,0.008648651,-0.009647999,0.006223904,-0.008064537,0.005441966,0.01158348
-0.003489531,0.011286222,-0.010029317,0.017781351,0.003830978,0.003858959,0.012709345,0.025875749,0.008047072,-0.013787282
0.018243059,-0.004015836,0.02312726,0.005263146,-0.001391156,0.019029686,0.021342705,0.009417178,-0.003279877,-0.004342345
-0.002934606,-0.00189041,0.00551615,0.00609449,0.002116007,-0.012291854,0.020904964,-0.004598579,-0.011373553,0.027253353
-0.025907828,0.009328015,-0.024088995,-0.026267146,0.00247059,0.00499022,0.005362665,0.000176962,-0.006501726,-0.003927175
-0.002824859,0.025286209,0.011398393,0.014808964,0.001699885,-0.01265034,0.004487868,0.012900936,0.020618489,0.00890767
-0.01382771,-0.017109099,-0.036531077,-0.020216699,0.003537228,-0.003374089,0.013695407,0.011783902,-0.020384362,-0.013607563
0.002208228,-0.007667421,-0.018228956,-0.011474469,0.009496797,0.011595777,0.001319548,-0.015351725,0.05681365,-0.000855091
-0.007381853,0.006043048,-0.01507136,-0.014697546,0.000177293,-0.005365166,0.005395626,0.014855095,-0.005595525,-0.001678897
0.003032447,0.02395028,0.006427207,0.000282771,0.003380194,0.000394223,0.016289272,0.002178671,0.002528725,0.015664273
-0.000353697,0.018952285,-0.004897267,0.014338974,-0.00415078,0.000197113,-0.01996306,-0.027370652,0.017978719,-0.000144484
0.000910265,0.005575635,-0.006823974,0.004706132,-0.001970195,0.014320668,-0.010324276,0.013965958,0.001548424,-0.018547902
0.023577241,-0.000950146,0.060798543,0.004243733,0.015936115,-0.004029139,-0.010019467,0.020837187,0.001294414,0.008292822
-0.019389424,-0.014305109,0.011056234,-0.015291077,-0.014217038,-0.005090828,-0.005001643,0.010714923,-0.012377822,0.008187713
-0.012381859,0.009229455,-0.009791506,-0.001327918,0.018709437,-0.004264763,-0.008000417,0.036575977,-0.017982934,0.001530346
-0.016709809,0.007430882,-0.032593661,0.006011497,-0.002262689,0.026324398,0.033284619,-0.00533331,-0.027840811,0.02543381
-0.009036512,-0.013155453,0.018923148,0.010315194,0.000437286,0.001872688,-0.008416374,0.001335137,-0.012143218,0.017902321
0.011787079,0.011951616,0.013986303,-0.000192724,-0.010663181,0.021423432,-0.010092494,-0.011127922,0.024075116,-0.006557053
0.011270235,-0.008650541,-0.007419361,-0.00441414,-0.00847845,0.008585055,0.000977623,0.001700405,0.03581749,0.010284643
0.012806523,-0.003058967,0.039103541,-0.007996216,-0.008754377,0.00057912,-0.003473301,-0.007500469,-0.014784567,-0.008963411
0.004423354,-0.015403857,0.050996054,0.020794894,-0.003315645,-0.018070085,0.004738998,0.018914717,0.024956163,-0.012872488
-0.003546369,0.01265914,0.000167153,0.000388864,0.00453273,-0.062630481,0.012239401,-0.006831073,-0.000913159,0.020412507
-0.007317466,0.079815154,-0.012458312,-0.014371947,0.007671319,-0.021485945,-0.002222066,0.008805466,0.002498097,0.005098804
-0.010475467,0.012636846,0.010336368,0.001823673,-0.00942381,-0.015700927,0.001021081,-0.00362381,-0.008886014,0.002250921
0.010129142,0.007937994,0.040820796,0.007836024,-0.000948992,0.005030615,-0.009506932,-0.009820609,0.002537422,-0.022566422
-0.000954149,-0.001274176,0.013230123,0.017321106,0.006510192,0.018272066,-0.016195492,0.013785205,-0.009867218,-0.039714518
0.00948033,0.001498805,0.009854053,-0.001277815,0.004088625,-0.008651843,0.00889563,-0.024831942,-0.003810443,0.004934999
0.004993147,0.022194657,-0.014996524,-0.046664101,0.004945849,-0.012275517,0.010843563,0.009613526,-0.016649279,0.000172209
0.017945115,0.025216463,-0.005435492,-0.012400541,-0.004318425,-0.010674093,0.007531013,0.001699442,-0.005866345,0.014084888
-0.007438713,-0.004542861,0.005421196,0.003528907,0.055890379,-0.013087736,-0.004998737,-0.049021454,-0.004542402,0.018464745
0.01976483,0.007793722,-0.010340906,-0.004069462,-0.004195446,-0.007753011,0.001071672,0.026922436,0.023758256,-0.002896167
-0.006234161,0.001001875,0.012396535,-0.007527146,-0.015656422,-0.007038601,0.011562776,-0.000184433,0.000224396,0.008103423
-0.00735355,0.006673411,0.008615358,-0.012866937,0.017364198,0.037467046,0.000412236,0.003329724,-0.009383936,-0.005746417
0.00444736,-0.000536159,-0.007019391,0.017705598,0.007582469,0.013574058,0.001196877,0.022507969,-0.012394646,0.007159905
0.022769617,0.004437467,0.012616571,-0.004772349,-0.004215482,0.00323413,0.013386824,0.013417673,0.005662595,0.019774871
-0.009171907,0.00937142,0.009824549,0.009543154,0.012261363,0.009442525,-0.00263437,0.001151481,-0.003856264,3.05E-05
-0.005764897,0.001393494,-0.024463852,-0.007905116,0.001948302,-0.016726673,0.003089948,-0.014374951,-0.014085188,0.001401412
0.016027676,0.009517803,0.005102533,0.009183696,0.00274057,-0.012101662,0.013739975,0.014195328,0.005797618,0.023958836
-0.014095585,-0.02603299,-0.037469835,-0.009828191,-0.008234687,-0.006204056,0.006889405,-0.019744265,0.001896208,-0.004070123
-0.005741577,-0.013453903,-0.007396553,-0.031405737,0.003239741,-0.008088396,0.006198245,0.002828588,-0.022854846,-0.007676862
0.011643218,-0.009725592,-0.00243158,0.005276831,0.018001924,-0.005575923,0.012162512,0.02374515,-0.013743193,0.004086293
-0.006791636,0.023351404,-0.005835035,-0.011842708,0.005221544,-0.013965007,0.00301033,-0.022087997,0.010270885,0.004384086
0.025741016,0.034818091,0.022501619,0.004081973,-0.005249087,0.000673952,-0.000543417,-0.010646268,-0.009658526,0.009193903
0.006442894,-0.004563937,-0.017419746,0.004546243,-0.001700994,-0.005634908,-0.005477379,-0.010716903,-0.012762844,-0.005585418
0.010393873,-0.001233176,0.009682119,0.011541974,-0.001123622,0.000835001,0.003179097,-0.008609657,-0.004821365,0.000874469
0.002440268,0.012237343,-0.014458916,-0.011938724,-0.002460361,-0.003655034,-0.016045433,-0.004558716,-0.006158942,-0.004693698
-0.004748234,-0.017713345,0.007514653,0.011171193,-0.006005298,-0.007458659,-0.010201104,-0.017380311,0.0189864,-0.007864059
-0.000817996,0.017987339,0.004046576,0.0014435,0.029369807,-0.000514165,0.022466799,-0.01465404,0.001256117,0.007268932
0.000791328,0.005468255,-0.019710009,-0.005205463,-0.020037239,-0.000324592,-0.002556093,-0.002816858,0.00299164,-0.007155179
-0.008334634,-0.013355423,-0.008765063,-0.014331275,0.024199874,0.002426875,0.011862247,0.001587065,0.008223635,-0.010528243
0.004485036,0.004865996,0.015134465,-0.003438265,0.017888809,0.020914666,0.006114606,-0.015109435,-0.015789993,0.02313596
-0.000543345,0.029014312,-0.001121335,0.017583295,0.001488166,-0.006285808,-0.001213351,-0.006898931,0.005556873,0.003635027
-0.015275575,0.008020534,-0.003558953,0.014747338,0.006654908,-0.004477639,-0.012624042,0.003461405,-0.006711016,-0.004647436
0.0056768,0.004072871,0.023811521,-0.003085602,0.005678719,0.004483948,0.019795922,-0.006020988,-0.007906683,0.020303614
